region,state,agro_zone,crop_type,crop_variety,soil_type,soil_pH,soil_nitrogen,soil_phosphorus,soil_potassium,rainfall_mm,temperature_C,fertilizer_type,fertilizer_amount_kg_ha,irrigation_type,yield_kg_ha,humidity
Southsouth,Akwa Ibom,Humid Forest,Cassava,TMS 98/0505,Loamy,4.1,43.4,83.6,69.1,1526.6,31.7,Urea,160.7,Rainfed,8476.2,78.2
Southwest,Oyo,Derived Savanna,Pepper,Atarugu,Clay Loam,4.8,134.6,30.2,126.4,1457.8,28.6,NPK,34.3,Rainfed,3018.2,50.8
Southsouth,Bayelsa,Humid Forest,Rice,NERICA-4,Clay,7.5,125.5,52.3,178.8,1626.3,31.3,NPK,156.3,Rainfed,3467.0,72.1
Northcentral,Kwara,Derived Savanna,Pepper,Bawa,Lateritic,7.9,94.3,55.2,133.9,1194.2,31.4,NPK,92.3,Rainfed,4333.4,58.9
Northcentral,Plateau,Northern Guinea Savanna,Maize,SAMMAZ 15,Clay Loam,7.1,93.9,63.0,142.7,1185.2,24.9,NPK,48.8,Surface,3864.8,52.3
Northcentral,Nasarawa,Northern Guinea Savanna,Maize,Oba Super-1,Lateritic,4.4,126.6,32.6,44.4,737.1,20.0,Urea,114.8,Rainfed,1572.7,45.3
Northcentral,Kogi,Derived Savanna,Yam,Aerial Yam,Sandy Loam,7.5,65.2,19.1,179.1,1530.3,27.9,NPK,26.8,Rainfed,7193.4,62.5
Northcentral,Kwara,Derived Savanna,Cassava,NR 8082,Clay Loam,7.7,17.4,82.8,187.5,1251.9,27.0,NPK,47.7,Drip,8201.0,59.3
Southeast,Abia,Humid Forest,Yam,White Yam,Loamy,7.6,45.7,90.1,139.7,2010.8,26.9,Urea,119.9,Rainfed,7277.9,86.1
Southeast,Ebonyi,Humid Forest,Rice,Ofada,Loamy,8.0,97.0,78.9,125.4,2579.9,26.8,Urea,168.5,Drip,2768.1,94.4
Southsouth,Delta,Derived Savanna,Yam,Aerial Yam,Clay Loam,6.5,111.4,29.2,164.3,1209.4,24.5,NPK,79.8,Drip,8357.4,66.2
Northwest,Katsina,Northern Guinea Savanna,Sorghum,ICSV 400,Alluvial,7.3,29.7,28.2,37.5,799.8,28.6,NPK,134.8,Rainfed,2307.1,60.6
Northwest,Katsina,Northern Guinea Savanna,Cassava,TMS 30572,Alluvial,6.5,43.2,43.4,74.5,1169.6,31.7,Organic,76.8,Surface,9169.6,60.9
Northwest,Katsina,Northern Guinea Savanna,Beans,IT90K-277-2,Lateritic,6.3,25.8,53.9,57.5,1038.9,24.4,Organic,128.6,Rainfed,1269.8,49.1
Northeast,Yobe,Sahel Savanna,Sorghum,SK 5912,Lateritic,4.1,50.6,11.3,211.9,655.1,42.1,NPK,139.1,Rainfed,636.2,49.0
Southeast,Imo,Humid Forest,Cassava,TMS 30572,Clay,4.1,119.1,20.6,163.0,1966.4,26.5,Organic,60.3,Drip,9763.6,100
Northeast,Adamawa,Northern Guinea Savanna,Cassava,TMS 98/0505,Alluvial,6.0,48.2,7.1,87.3,997.5,33.3,Urea,135.0,Drip,5861.7,47.7
Northwest,Kaduna,Northern Guinea Savanna,Tomato,Tropimech,Clay Loam,6.8,72.1,63.0,128.1,826.4,23.8,Organic,171.7,Rainfed,18446.2,73.6
Southsouth,Delta,Derived Savanna,Cassava,Oko-Iyawo,Sandy,5.8,69.6,69.8,174.6,1011.0,30.5,NPK,66.8,Rainfed,11161.3,63.6
Southwest,Oyo,Derived Savanna,Rice,NERICA-1,Alluvial,4.9,60.3,53.9,92.3,1319.3,25.3,Urea,100.4,Rainfed,3724.2,75.9
Southsouth,Rivers,Humid Forest,Rice,NERICA-1,Clay,7.0,45.5,92.9,29.3,2093.8,25.3,Urea,140.2,Rainfed,1707.0,86.7
Northwest,Katsina,Sudan Savanna,Sorghum,SAMSORG 17,Clay,6.4,132.3,75.2,129.8,917.2,37.4,NPK,179.2,Rainfed,1860.6,47.7
Northwest,Kaduna,Northern Guinea Savanna,Sorghum,CSR-01,Sandy Loam,5.8,28.9,38.8,101.7,759.0,34.2,Organic,73.0,Rainfed,2777.8,59.5
Northeast,Bauchi,Northern Guinea Savanna,Cassava,Oko-Iyawo,Sandy Loam,8.5,76.7,3.5,113.8,754.0,23.0,NPK,178.9,Rainfed,907.7,71.4
Northcentral,Niger,Northern Guinea Savanna,Sorghum,SK 5912,Sandy Loam,4.6,67.1,52.2,17.5,836.6,34.0,NPK,53.2,Drip,1123.9,67.5
Northeast,Yobe,Sudan Savanna,Sorghum,SK 5912,Sandy,5.7,108.2,51.6,203.9,751.1,37.1,Organic,116.5,Drip,3007.0,41.3
Northeast,Taraba,Northern Guinea Savanna,Maize,SAMMAZ 14,Sandy,6.9,134.1,74.5,209.8,1291.3,30.6,Urea,73.4,Surface,3413.8,62.3
Northcentral,Plateau,Northern Guinea Savanna,Beans,IT89KD-288,Clay,7.6,13.5,42.1,95.4,1024.3,27.6,NPK,167.3,Rainfed,1310.9,53.8
Southsouth,Edo,Derived Savanna,Maize,SAMMAZ 15,Lateritic,7.8,143.6,71.3,118.8,1442.4,34.7,Urea,179.9,None,2959.1,48.2
Northcentral,Plateau,Northern Guinea Savanna,Sorghum,SAMSORG 14,Sandy,6.1,74.7,18.2,93.0,943.6,30.2,Urea,108.5,Rainfed,2375.1,65.4
Northeast,Borno,Sahel Savanna,Sorghum,SAMSORG 14,Lateritic,4.6,95.9,83.6,142.3,248.8,35.2,NPK,120.9,Surface,1263.0,19.5
Northcentral,Plateau,Northern Guinea Savanna,Beans,Sampea-14,Sandy,8.0,20.2,43.4,88.4,965.5,27.9,Urea,38.0,Rainfed,1362.2,46.2
Northwest,Sokoto,Sudan Savanna,Sorghum,ICSV 400,Loamy,4.2,131.0,48.3,51.3,811.3,37.9,Organic,82.9,Surface,1157.8,24.7
Southwest,Kwara,Derived Savanna,Cassava,TMS 30572,Lateritic,4.2,18.6,5.0,111.9,1351.0,27.6,NPK,90.4,Rainfed,2864.1,85.3
Southwest,Lagos,Humid Forest,Yam,Aerial Yam,Lateritic,8.2,73.2,102.0,196.0,1848.2,31.1,Organic,157.8,Surface,6188.3,100
Northeast,Taraba,Northern Guinea Savanna,Pepper,Tatase,Lateritic,5.2,50.8,54.4,127.2,826.1,28.9,Urea,125.7,Rainfed,4235.2,75.3
Northeast,Adamawa,Northern Guinea Savanna,Cassava,TMS 30572,Alluvial,8.1,134.2,6.6,191.3,1208.0,20.4,NPK,27.7,Rainfed,5795.5,68.3
Southeast,Ebonyi,Humid Forest,Cassava,TME 419,Alluvial,5.2,50.1,105.9,176.5,1802.9,32.2,NPK,108.2,Rainfed,11432.0,86.7
Southwest,Oyo,Humid Forest,Rice,NERICA-1,Lateritic,4.3,120.4,64.9,32.2,1378.6,32.7,Urea,78.3,Rainfed,2452.2,72.7
Southsouth,Delta,Derived Savanna,Rice,Ofada,Clay Loam,7.4,79.9,16.0,56.0,1561.8,25.7,NPK,157.3,Rainfed,3304.7,80.1
Northwest,Kebbi,Sahel Savanna,Sorghum,SAMSORG 14,Sandy Loam,4.9,15.9,10.4,199.4,505.9,34.8,NPK,24.4,Drip,1191.1,38.0
Southsouth,Delta,Derived Savanna,Cassava,Oko-Iyawo,Sandy Loam,5.4,139.7,67.7,74.7,953.9,32.5,Organic,93.5,Sprinkler,10543.0,56.7
Northwest,Zamfara,Sahel Savanna,Sorghum,SK 5912,Clay,6.5,143.7,102.9,58.7,261.9,31.1,NPK,61.6,Rainfed,1293.1,34.8
Northeast,Borno,Sahel Savanna,Sorghum,SAMSORG 17,Loamy,6.1,62.3,21.6,94.2,472.4,39.8,NPK,30.0,Sprinkler,2969.6,25.8
Northcentral,Kwara,Derived Savanna,Pepper,Bawa,Lateritic,7.2,46.4,73.0,73.4,1133.0,31.0,NPK,129.6,Drip,4212.4,71.0
Southsouth,Bayelsa,Humid Forest,Rice,NERICA-1,Lateritic,4.8,127.4,78.6,214.3,2429.7,29.6,NPK,21.3,Surface,3245.9,86.8
Southsouth,Delta,Humid Forest,Rice,NERICA-4,Loamy,6.4,63.5,17.8,55.3,2132.2,27.2,NPK,180.0,Rainfed,3800.8,79.0
Northeast,Bauchi,Northern Guinea Savanna,Sorghum,SK 5912,Lateritic,5.5,51.3,18.3,36.0,789.5,35.0,NPK,179.9,Rainfed,2355.0,44.0
Northwest,Zamfara,Sudan Savanna,Sorghum,CSR-01,Sandy,4.3,54.2,67.0,152.9,844.3,33.6,NPK,72.0,Surface,1142.3,35.2
Southsouth,Rivers,Humid Forest,Rice,NERICA-4,Clay Loam,6.3,75.8,83.8,27.8,1679.0,25.8,Urea,91.9,Surface,3282.0,75.7
Southeast,Abia,Humid Forest,Cassava,NR 8082,Sandy,4.4,55.7,19.1,150.3,2022.2,31.0,NPK,149.3,Surface,10917.9,67.8
Southwest,Oyo,Derived Savanna,Pepper,Atarugu,Loamy,6.3,129.1,110.9,103.4,1530.0,34.7,Organic,69.6,Rainfed,3904.7,53.6
Northcentral,Kwara,Derived Savanna,Beans,Sampea-14,Sandy Loam,5.5,20.1,34.2,27.1,1396.2,26.4,None,0.0,Drip,966.3,54.7
Northeast,Adamawa,Northern Guinea Savanna,Sorghum,ICSV 400,Sandy,6.8,19.7,63.5,17.2,1221.8,25.6,NPK,125.3,Rainfed,984.7,68.0
Northeast,Taraba,Northern Guinea Savanna,Sorghum,CSR-01,Sandy Loam,6.9,146.2,23.1,26.1,914.7,32.9,NPK,90.1,Rainfed,1864.1,74.9
Northcentral,Nasarawa,Northern Guinea Savanna,Cassava,TMS 30572,Lateritic,4.5,128.4,46.9,170.8,1211.1,25.2,NPK,80.2,Rainfed,10262.3,75.2
Southeast,Anambra,Humid Forest,Cassava,TME 419,Clay Loam,7.0,15.9,51.3,70.6,2438.2,24.7,Urea,150.5,Rainfed,8153.1,77.0
Northcentral,Nasarawa,Northern Guinea Savanna,Maize,SAMMAZ 15,Loamy,7.2,86.3,96.2,169.8,1179.1,20.3,Organic,77.1,Rainfed,3511.8,70.2
Southsouth,Delta,Derived Savanna,Maize,SAMMAZ 15,Clay Loam,6.2,123.0,71.6,39.7,1018.1,30.5,None,0.0,Drip,3918.5,77.1
Southeast,Enugu,Humid Forest,Cassava,TMS 98/0505,Alluvial,5.1,13.2,13.2,104.2,1697.5,31.7,Urea,136.0,Surface,12185.1,69.4
Northwest,Sokoto,Sudan Savanna,Sorghum,SK 5912,Sandy,5.2,105.5,82.2,168.7,437.4,31.4,Organic,50.1,Surface,2040.7,34.4
Southsouth,Edo,Humid Forest,Cassava,NR 8082,Sandy,6.0,27.8,89.2,118.8,2023.5,33.2,NPK,59.4,Rainfed,11555.4,82.8
Northcentral,Niger,Northern Guinea Savanna,Cassava,Oko-Iyawo,Clay,4.9,102.0,8.4,110.9,1156.7,35.9,Urea,105.6,Surface,3327.8,40.5
Northeast,Bauchi,Northern Guinea Savanna,Sorghum,CSR-01,Sandy,5.0,67.7,47.0,63.6,721.8,30.1,NPK,141.9,Rainfed,1843.5,36.3
Northcentral,Plateau,Northern Guinea Savanna,Beans,Sampea-14,Sandy,6.0,72.7,93.8,125.5,762.2,24.6,NPK,24.9,Drip,1641.3,63.5
Southsouth,Delta,Derived Savanna,Tomato,Roma VF,Clay Loam,7.7,49.5,46.6,67.5,1372.7,24.8,NPK,57.7,Rainfed,12672.0,60.1
Northcentral,Kogi,Derived Savanna,Pepper,Atarugu,Lateritic,6.3,48.2,81.9,181.4,1353.8,22.8,NPK,34.8,Rainfed,4450.0,81.6
Southeast,Ebonyi,Humid Forest,Rice,FARO 44,Clay,8.1,100.3,36.9,140.7,2246.9,24.3,NPK,133.0,Surface,2915.0,88.4
Northwest,Kaduna,Northern Guinea Savanna,Cassava,TMS 30572,Sandy Loam,4.0,6.3,71.4,32.1,1016.9,31.8,NPK,79.3,Drip,790.6,58.4
Northcentral,Nasarawa,Derived Savanna,Cassava,NR 8082,Alluvial,4.5,18.1,103.9,124.9,1007.1,25.7,NPK,63.0,Rainfed,11324.6,67.3
Northwest,Katsina,Sudan Savanna,Sorghum,ICSV 400,Clay Loam,8.5,145.1,91.7,118.1,478.7,35.2,None,0.0,Sprinkler,2670.3,23.9
Southwest,Lagos,Humid Forest,Cassava,TME 419,Clay Loam,5.6,56.4,6.4,216.6,1519.6,29.9,NPK,22.6,Rainfed,5736.9,81.0
Northeast,Bauchi,Sudan Savanna,Sorghum,SAMSORG 17,Clay Loam,7.3,123.9,51.1,82.8,412.8,27.6,Urea,147.2,Rainfed,2400.4,59.0
Southsouth,Edo,Derived Savanna,Yam,Pona,Sandy Loam,6.3,148.3,76.3,215.0,1442.9,28.1,None,0.0,Drip,7571.9,65.6
Northcentral,Niger,Northern Guinea Savanna,Sorghum,SAMSORG 17,Sandy,6.4,79.7,23.9,69.1,1277.1,30.7,NPK,130.3,Rainfed,1519.1,42.2
Southeast,Imo,Humid Forest,Yam,Pona,Clay Loam,8.1,83.4,103.9,198.8,1653.9,33.2,NPK,115.0,Rainfed,6564.9,73.3
Southeast,Enugu,Humid Forest,Cassava,TMS 98/0505,Lateritic,5.8,120.9,47.3,168.5,1523.7,28.3,Organic,38.2,Surface,11634.0,75.5
Southeast,Anambra,Humid Forest,Rice,Ofada,Lateritic,7.7,137.6,16.2,203.5,2215.3,27.6,NPK,176.6,None,2982.8,89.6
Northcentral,Plateau,Northern Guinea Savanna,Beans,IT89KD-288,Clay,7.9,71.4,96.2,175.6,913.3,26.4,NPK,73.6,Rainfed,1349.1,63.6
Northeast,Bauchi,Sudan Savanna,Sorghum,ICSV 400,Lateritic,5.9,103.6,78.5,140.6,455.3,32.6,NPK,138.5,Rainfed,2469.2,43.5
Northwest,Sokoto,Sahel Savanna,Sorghum,SK 5912,Clay Loam,6.0,14.3,41.7,161.3,314.7,35.4,None,0.0,Rainfed,565.4,35.1
Southwest,Osun,Derived Savanna,Cassava,TMS 98/0505,Loamy,8.3,7.4,42.0,177.4,1175.7,32.9,Urea,42.2,Drip,5023.2,66.7
Southeast,Ebonyi,Humid Forest,Rice,FARO 44,Clay,7.7,90.4,75.5,196.2,1944.7,33.9,NPK,48.4,Rainfed,3174.7,83.2
Southwest,Oyo,Humid Forest,Cassava,Oko-Iyawo,Sandy Loam,6.3,24.4,69.7,81.6,1959.4,32.8,Organic,48.7,Drip,12522.6,65.2
Northcentral,Benue,Derived Savanna,Cassava,TMS 30572,Sandy,6.3,110.5,9.6,111.1,1605.1,26.2,NPK,29.7,Rainfed,10063.6,73.1
Southwest,Kwara,Derived Savanna,Cassava,TME 419,Clay Loam,4.2,24.7,45.4,56.6,1166.3,22.9,NPK,131.4,Rainfed,4067.6,68.3
Northcentral,Benue,Derived Savanna,Rice,NERICA-4,Clay Loam,7.0,39.1,13.9,42.3,1272.0,34.9,None,0.0,Rainfed,896.7,53.7
Northwest,Sokoto,Sudan Savanna,Sorghum,SAMSORG 17,Clay Loam,8.4,42.7,91.9,92.5,934.7,39.3,NPK,101.5,Rainfed,2104.6,23.4
Northcentral,Nasarawa,Northern Guinea Savanna,Beans,IT90K-277-2,Sandy,7.2,119.7,75.5,27.9,1075.1,27.3,Urea,172.7,Drip,1473.4,55.4
Northwest,Katsina,Northern Guinea Savanna,Sorghum,ICSV 400,Sandy Loam,6.1,35.7,32.5,161.6,913.8,29.6,NPK,105.4,Drip,2979.4,44.2
Northeast,Bauchi,Sudan Savanna,Sorghum,SAMSORG 17,Clay Loam,4.2,72.1,58.7,174.4,540.1,31.1,None,0.0,Rainfed,901.1,56.8
Northcentral,Benue,Derived Savanna,Rice,Ofada,Clay Loam,5.7,77.1,34.3,127.4,1413.9,24.1,NPK,47.7,Rainfed,3461.1,84.2
Southeast,Ebonyi,Humid Forest,Rice,NERICA-4,Clay,6.8,128.4,23.2,130.8,1577.0,25.1,NPK,121.9,Drip,4037.6,72.6
Northcentral,Niger,Derived Savanna,Rice,NERICA-4,Alluvial,7.7,132.4,7.6,24.2,1462.0,29.9,None,0.0,Rainfed,538.0,83.5
Northeast,Taraba,Northern Guinea Savanna,Cassava,TMS 30572,Clay Loam,4.0,24.8,42.5,87.7,1028.5,33.5,SSP,55.7,None,7511.9,71.2
Southwest,Ogun,Humid Forest,Rice,FARO 44,Alluvial,6.3,52.2,62.3,50.0,2538.8,26.4,Urea,54.7,Sprinkler,2811.4,84.3
Southeast,Anambra,Humid Forest,Cassava,NR 8082,Sandy,4.6,36.5,95.7,112.6,1482.2,27.7,NPK,88.9,Rainfed,11691.4,87.4
Northwest,Katsina,Northern Guinea Savanna,Sorghum,SAMSORG 14,Lateritic,5.4,88.1,12.5,64.4,977.7,23.2,Organic,149.2,Rainfed,1784.6,71.3
Northcentral,Kwara,Derived Savanna,Tomato,Tropimech,Clay Loam,5.8,36.9,91.2,60.9,1590.3,28.6,NPK,118.3,Rainfed,8114.9,80.9
Northcentral,Kwara,Derived Savanna,Rice,NERICA-1,Alluvial,5.6,87.5,7.4,22.0,1297.3,29.4,None,0.0,Surface,369.0,64.9
Northwest,Kaduna,Northern Guinea Savanna,Cassava,Oko-Iyawo,Clay,4.2,13.0,91.9,210.8,754.3,23.0,Urea,59.3,Sprinkler,5331.4,68.8
Southwest,Ekiti,Humid Forest,Rice,NERICA-4,Sandy,5.7,91.4,40.6,38.8,2019.6,31.2,NPK,107.4,Rainfed,3660.0,97.2
Northcentral,Niger,Derived Savanna,Maize,SAMMAZ 15,Alluvial,8.6,151.6,85.8,178.9,1117.3,26.9,NPK,154.2,Rainfed,3030.4,67.3
Southsouth,Delta,Derived Savanna,Cassava,Oko-Iyawo,Clay Loam,7.6,8.6,39.7,205.5,1376.0,25.9,NPK,55.2,Rainfed,7502.1,74.7
Northcentral,Niger,Northern Guinea Savanna,Sorghum,SAMSORG 17,Lateritic,6.0,145.9,16.7,94.4,775.6,21.9,Urea,156.6,Rainfed,1546.8,44.5
Northcentral,Plateau,Northern Guinea Savanna,Yam,White Yam,Sandy Loam,7.1,30.0,107.6,153.9,1175.9,31.2,NPK,109.4,Rainfed,7419.7,66.0
Southwest,Osun,Derived Savanna,Cassava,Oko-Iyawo,Clay Loam,6.7,6.6,16.4,192.8,1001.3,31.3,Urea,159.3,Sprinkler,3570.8,67.2
Northeast,Taraba,Northern Guinea Savanna,Beans,Sampea-14,Clay,6.3,17.0,54.2,97.4,721.5,22.5,NPK,164.6,Rainfed,1537.1,54.0
Southeast,Ebonyi,Humid Forest,Rice,FARO 52,Sandy,6.7,128.8,55.1,67.1,2327.8,33.6,NPK,29.6,Rainfed,3520.5,91.2
Northeast,Bauchi,Northern Guinea Savanna,Maize,SAMMAZ 14,Clay,6.6,145.7,91.6,35.2,1112.9,31.4,NPK,109.2,Surface,2496.3,43.5
Southsouth,Bayelsa,Humid Forest,Rice,NERICA-4,Lateritic,7.4,128.0,85.3,16.6,2082.1,25.0,NPK,81.1,Rainfed,642.0,97.5
Southwest,Osun,Derived Savanna,Rice,NERICA-4,Lateritic,6.7,80.8,90.7,70.9,1406.6,30.6,Organic,151.0,Drip,3514.3,69.5
Southwest,Kwara,Derived Savanna,Pepper,Atarugu,Clay Loam,5.9,106.9,89.5,126.0,1309.3,29.6,NPK,93.5,None,4599.9,57.6
Northcentral,Kwara,Derived Savanna,Yam,Yellow Yam,Clay,8.3,26.4,52.0,211.7,1002.5,34.3,Urea,97.0,Rainfed,4840.3,60.0
Northcentral,Nasarawa,Derived Savanna,Rice,FARO 44,Lateritic,4.4,118.5,49.7,39.2,1616.1,27.0,NPK,59.6,Rainfed,2429.3,79.7
Southwest,Osun,Derived Savanna,Pepper,Bawa,Sandy Loam,6.3,75.1,30.1,189.8,1317.4,29.9,Urea,65.2,Drip,5600.3,59.2
Southsouth,Delta,Derived Savanna,Maize,DTMA,Lateritic,8.0,132.6,61.6,44.9,899.8,26.7,NPK,25.2,Drip,3612.3,69.8
Northeast,Taraba,Northern Guinea Savanna,Sorghum,SK 5912,Clay Loam,8.0,84.6,19.7,84.2,943.3,22.0,NPK,150.6,Rainfed,1554.2,42.0
Northcentral,Niger,Northern Guinea Savanna,Cassava,NR 8082,Sandy,5.1,36.4,20.4,113.5,1160.0,36.3,NPK,49.8,Surface,9886.7,76.1
Southsouth,Delta,Derived Savanna,Pepper,Tatase,Alluvial,5.3,124.2,106.1,121.0,1073.9,33.5,Urea,51.4,Rainfed,4088.1,54.2
Northeast,Taraba,Northern Guinea Savanna,Cassava,Oko-Iyawo,Lateritic,6.6,32.3,64.5,212.0,1254.0,25.4,NPK,92.1,Rainfed,10212.0,59.0
Northcentral,Kogi,Derived Savanna,Pepper,Bawa,Sandy Loam,6.0,64.4,65.9,178.3,1296.5,23.6,Urea,40.7,Drip,5214.4,74.3
Northcentral,Nasarawa,Derived Savanna,Rice,Ofada,Clay,4.3,116.3,72.5,59.8,1073.7,31.0,NPK,125.4,Rainfed,2565.2,72.6
Northwest,Kebbi,Sudan Savanna,Sorghum,SAMSORG 17,Loamy,6.4,125.3,38.2,35.1,933.4,30.7,Urea,38.9,Rainfed,2019.1,27.5
Northcentral,Benue,Derived Savanna,Cassava,TME 419,Clay Loam,8.3,71.3,6.7,175.5,1579.2,32.6,None,0.0,Surface,5866.1,71.4
Northeast,Bauchi,Sudan Savanna,Sorghum,SAMSORG 14,Alluvial,5.0,25.0,20.5,27.2,869.4,38.2,NPK,53.8,Rainfed,1298.3,55.6
Southeast,Enugu,Humid Forest,Cassava,TMS 98/0505,Lateritic,5.4,55.1,48.9,122.5,1411.7,31.7,Organic,157.3,Drip,11983.6,82.8
Southwest,Ondo,Humid Forest,Cassava,Oko-Iyawo,Clay Loam,7.8,41.2,98.8,130.5,2519.3,32.6,NPK,160.0,Rainfed,7790.2,93.9
Southsouth,Delta,Derived Savanna,Yam,White Yam,Sandy,8.3,45.1,71.6,118.0,1643.5,25.4,NPK,48.1,Rainfed,5439.4,76.2
Southwest,Ekiti,Humid Forest,Cassava,TME 419,Clay,4.3,84.2,74.5,110.3,2078.5,25.2,NPK,35.8,Surface,10196.4,91.1
Southsouth,Delta,Derived Savanna,Cassava,Oko-Iyawo,Loamy,4.8,88.2,93.4,156.7,1348.7,28.9,Urea,149.9,Rainfed,8675.9,52.5
Southsouth,Bayelsa,Humid Forest,Rice,FARO 52,Clay Loam,6.5,52.4,99.9,61.1,1395.0,28.1,Urea,169.3,Rainfed,2662.2,78.2
Southeast,Ebonyi,Humid Forest,Rice,Ofada,Sandy Loam,8.5,110.3,71.5,46.6,1535.3,30.0,Urea,29.4,Rainfed,2453.8,72.9
Southwest,Osun,Humid Forest,Cassava,Oko-Iyawo,Clay Loam,5.8,20.8,88.5,168.7,1603.5,27.8,NPK,163.9,None,10174.0,93.6
Northwest,Katsina,Northern Guinea Savanna,Sorghum,ICSV 400,Sandy,6.6,118.4,55.3,15.6,899.3,29.4,NPK,79.5,Surface,744.0,47.4
Northcentral,Plateau,Northern Guinea Savanna,Sorghum,SK 5912,Sandy Loam,5.9,94.8,27.4,31.2,1174.1,36.3,SSP,147.4,Rainfed,1743.2,65.8
Northcentral,Nasarawa,Derived Savanna,Rice,NERICA-4,Lateritic,7.5,75.2,12.8,16.3,1415.8,28.6,NPK,146.5,Rainfed,585.4,80.3
Southsouth,Delta,Humid Forest,Yam,Aerial Yam,Sandy,7.7,129.0,77.5,96.6,1719.3,27.3,Urea,175.8,Surface,6497.3,97.5
Northcentral,Kwara,Derived Savanna,Cassava,Oko-Iyawo,Sandy,4.4,63.8,99.7,85.5,1017.8,24.2,NPK,37.8,Rainfed,9157.0,56.2
Southsouth,Edo,Derived Savanna,Rice,NERICA-4,Loamy,6.0,141.4,36.4,26.3,1426.7,23.1,None,0.0,Surface,2182.0,68.9
Northeast,Borno,Sahel Savanna,Sorghum,SAMSORG 14,Sandy,5.7,65.4,62.0,166.7,261.6,39.3,NPK,74.8,Drip,1218.4,17.3
Northcentral,Nasarawa,Northern Guinea Savanna,Cassava,TMS 30572,Alluvial,4.8,20.9,38.8,125.0,1015.5,29.3,NPK,106.0,Rainfed,9070.4,57.0
Northcentral,Kogi,Derived Savanna,Rice,Ofada,Sandy,5.6,143.3,79.4,42.8,1568.1,27.7,Organic,46.1,Drip,3777.0,78.3
Northeast,Taraba,Northern Guinea Savanna,Maize,DMR-LSR-Y,Alluvial,8.5,124.0,59.5,94.2,1200.0,30.9,NPK,107.5,Rainfed,2880.7,49.2
Northeast,Yobe,Sahel Savanna,Sorghum,SAMSORG 14,Sandy Loam,5.0,120.6,19.1,129.9,684.9,41.5,Organic,31.9,Rainfed,1211.0,47.8
Southeast,Anambra,Humid Forest,Cassava,TMS 98/0505,Alluvial,8.6,50.2,6.7,165.5,2029.2,24.2,Urea,174.6,Sprinkler,6973.4,74.4
Northcentral,Kogi,Derived Savanna,Cassava,NR 8082,Sandy,4.1,74.1,45.7,108.6,945.1,24.2,NPK,166.4,Rainfed,7008.7,50.7
Northcentral,Niger,Derived Savanna,Cassava,NR 8082,Clay,5.1,13.6,65.0,70.8,978.1,32.5,NPK,75.1,Rainfed,7709.3,59.6
Southeast,Anambra,Humid Forest,Cassava,TMS 98/0505,Alluvial,6.0,13.0,89.8,133.8,2157.6,26.1,Urea,172.5,Rainfed,10302.2,86.3
Northeast,Bauchi,Sudan Savanna,Sorghum,SAMSORG 17,Loamy,5.2,76.1,31.1,51.0,465.1,32.4,NPK,173.8,None,1788.7,31.4
Southsouth,Delta,Derived Savanna,Beans,IT89KD-288,Sandy,7.8,55.1,61.1,112.6,992.7,23.2,SSP,69.2,None,1631.9,58.9
Southeast,Ebonyi,Humid Forest,Rice,Ofada,Sandy Loam,6.7,111.0,53.4,73.3,1795.0,25.1,NPK,58.5,Drip,3591.1,81.2
Northeast,Gombe,Sudan Savanna,Sorghum,ICSV 400,Clay Loam,6.2,62.1,25.7,173.5,871.2,39.6,None,0.0,Sprinkler,2718.4,56.5
Northwest,Kebbi,Sudan Savanna,Sorghum,SAMSORG 14,Clay,4.5,53.1,43.6,31.4,595.3,31.2,Urea,161.3,Rainfed,893.6,49.5
Northwest,Sokoto,Sudan Savanna,Sorghum,ICSV 400,Clay Loam,5.6,14.3,45.9,31.7,695.5,33.9,NPK,157.3,Rainfed,974.5,31.6
Southeast,Enugu,Humid Forest,Rice,Ofada,Clay,7.0,105.1,38.5,57.6,1754.4,25.3,Organic,171.0,Rainfed,3878.8,72.6
Southsouth,Delta,Derived Savanna,Beans,Sampea-14,Lateritic,5.5,7.0,88.9,208.1,1400.1,29.3,Urea,24.0,Drip,942.0,68.0
Northeast,Yobe,Sudan Savanna,Sorghum,SAMSORG 17,Loamy,4.2,81.8,17.3,163.4,523.1,32.2,None,0.0,Drip,1079.3,49.9
Northwest,Katsina,Northern Guinea Savanna,Sorghum,SK 5912,Sandy,6.0,80.5,101.2,58.5,1098.1,35.1,None,0.0,Drip,1878.7,47.3
Southwest,Kwara,Derived Savanna,Cassava,TME 419,Clay Loam,5.2,109.1,40.8,102.9,1289.9,30.6,Organic,46.6,Surface,11635.7,67.3
Northwest,Katsina,Northern Guinea Savanna,Beans,Sampea-14,Clay Loam,6.9,36.9,73.7,58.8,1129.4,23.7,Urea,122.0,Rainfed,1116.5,60.1
Northcentral,Nasarawa,Northern Guinea Savanna,Pepper,Nsukka Yellow,Sandy,5.9,137.8,24.4,221.8,912.0,21.0,NPK,78.3,Sprinkler,3237.4,70.7
Southsouth,Bayelsa,Humid Forest,Cassava,TMS 98/0505,Clay Loam,4.2,76.3,103.0,79.5,2527.8,32.9,NPK,32.0,Rainfed,8284.9,88.6
Southsouth,Akwa Ibom,Humid Forest,Rice,Ofada,Clay,7.5,88.3,32.9,21.9,1910.2,32.8,NPK,118.8,Rainfed,1599.2,86.6
